track_name,track_id,track_popularity,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_artist,language,emotion
She Wolf (Falling to Pieces) (feat. Sia),1HfPcQ3c2HyGeID3u1lmCa,53,3d2JFEbvcx7p2CHkBaQeMZ,edm,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82E-06,0.344,0.393,129.973,David Guetta,en,
Trains,1HfVdg6TNKHtpsMPc07HTO,54,7GhTpb4eOp6403Bmgqz3db,rock,0.456,0.776,9,-6.999,0,0.0348,0.0423,0.00975,0.148,0.223,174.261,Porcupine Tree,en,
"Dear Maria, Count Me In (Connect Sets Acoustic)",1hfVUmorNhSWNuM91Mo8sX,35,5NTm3injIRkUMROsZr3C2O,latin,0.47,0.461,1,-6.905,1,0.0293,0.5,0,0.131,0.606,81.652,All Time Low,en,
Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,2ltt5ouiEO301o2jbxn30d,pop,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,Sean Kingston,en,
Take It or Leave It,1HH9T6jsitwm9Cvs9jUeTf,46,1pZWCY50kMUhshcESknir8,pop,0.69,0.753,6,-3.83,1,0.0555,0.162,0,0.0718,0.931,148.024,Great Good Fine Ok,en,
Sing for Absolution,1hHuyqVCZCbhYQixEkdQCo,56,0jilq2XZP9F2fwzp2k6iXK,rock,0.436,0.678,5,-7.211,1,0.0301,0.457,0.0384,0.0873,0.194,170.287,Muse,en,
What Am I,1HimGOB6BjOaCQYMIF1xtU,79,46Cl6dmeiylK6TRGXr7hHe,pop,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,Why Don't We,en,
Summer,1Hk0QRlUFCHYG6zIvUh0Xd,65,6gHk5RFrnALbDNJdaXKivi,edm,0.583,0.748,6,-4.798,1,0.0292,0.00695,0.0241,0.22,0.254,142.029,Marshmello,en,
Enter Sandman,1hKdDCpiI9mqz1jVHRKG0E,23,5BygwTQ3OrbiwVsQhXFHMz,rock,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,Metallica,en,
8Fifty,1hl2Nq6SaJnAlQNTPESgzj,16,1lSdljPk8zcAdXVMUduDia,edm,0.66,0.981,5,-1.493,0,0.0677,0.0311,0.00117,0.312,0.256,127.971,Hardwell,en,
Crash into Me,1HL3yEnYq8LEyFQ3QegA5V,66,2ExyzXAbukW7I8bDqdGvPB,rock,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,Dave Matthews Band,en,
18 and Life,1HlGblweLq0eAwnb0NY1EQ,59,6LJtRKgDpzM8ZbbwC0jLhe,rock,0.457,0.794,1,-6.624,0,0.0298,3.84E-04,7.26E-05,0.131,0.354,90.439,Skid Row,en,
We're Not Gonna Take It,1hlveB9M6ijHZRbzZ2teyh,73,6jAPdgY9XmxC9cgkXAVmVv,pop,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,Twisted Sister,en,
Tennessee Whiskey,1hMFIOaHdvpWK7XI80Wx4d,10,56dbowk1V5ycS5jW7DSvi5,rock,0.387,0.375,9,-10.852,1,0.0355,0.205,0.00647,0.0807,0.503,50.454,Chris Stapleton,en,
In Too Deep,1HNE2PX70ztbEl6MLxrpNL,74,2ExyzXAbukW7I8bDqdGvPB,rock,0.568,0.844,9,-5.875,1,0.0505,1.89E-04,0,0.0607,0.766,116.046,Sum 41,en,
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,84,222nc9tKxKhfZ2GBrOpwH3,pop,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64E-04,0.0986,0.201,107.989,Ed Sheeran,en,
Apparently,1HNs07uZxZniPNmniw2GTa,69,7ozFIvz1bE1HPgQTUl5qfT,r&b,0.801,0.543,5,-9.236,1,0.091,0.564,0,0.116,0.534,133.982,J. Cole,en,
Burn (Let Your Mind Go) (feat. Luciana) - Radio Edit,1HNw0UDRME6a7Mo19R2hsq,52,7fRlDx99wBg6i45OCvxwKY,edm,0.626,0.925,7,-5.254,0,0.27,7.97E-04,0.599,0.348,0.137,127.991,KSHMR,en,
My Sharona,1HOMkjp0nHMaTnfAkslCQj,73,1uKFRCQYci8kVgMy3xzTVH,rock,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,The Knack,en,
Lady - Radio Edit,1hp5TYhnsH4FBQSsR7RpJK,2,3a9y4eeCJRmG9p4YKfqYIx,r&b,0.809,0.446,8,-8.946,0,0.0929,0.169,0.00764,0.0613,0.776,84.905,D'Angelo,en,
Alone Again,1Hpe55FfvUHQF9rAT9iXB5,36,6UJw1egIcZVfrBmcKs5uHH,edm,0.487,0.809,1,-5.094,1,0.0345,0.109,1.26E-04,0.13,0.582,86.01,Alyssa Reid,en,
Me Dediqu̩ a Perderte,1HpIBHs03kKCxlrPthWXmL,9,37i9dQZF1DX6ThddIjWuGT,latin,0.647,0.451,8,-9.075,1,0.0748,0.487,2.45E-06,0.105,0.48,147.847,Alejandro Fernandez,es,
Don't Ask,1HPYQsdYYNgtSvm8JOtsWk,47,6wyJ4bsjZaUKa9f6GeZlAO,r&b,0.624,0.418,4,-7.714,1,0.132,0.414,8.60E-06,0.105,0.387,178.028,Aeris Roves,en,
Junto Al Amanecer,1HPzBInBPVJfSUDNLsTGGn,60,31hG19URdBvLEpQWKFYfdD,latin,0.614,0.702,6,-6.081,0,0.0378,0.245,4.63E-06,0.269,0.773,169.966,J Alvarez,es,
Find U Again (feat. Camila Cabello),1HpzOCZbNWzxvvXfSGtSrX,74,4QAzO1Z92yqqD6Mf3mOANu,pop,0.605,0.664,8,-7.162,1,0.0316,0.00548,3.00E-06,0.204,0.164,103.997,Mark Ronson,en,
Zoom - Remasterizado 2007,1hQ02BkTnR0BNs3SAznttM,41,3opIxv3Y5GmXDNpbLFZxIm,rock,0.631,0.871,4,-7.161,1,0.0344,0.0452,0.00952,0.966,0.855,94.261,Soda Stereo,es,
Never Going Back Again,1hqvNLAmwGTh8p3wReZIhV,13,1uKFRCQYci8kVgMy3xzTVH,rock,0.644,0.281,6,-13.106,1,0.0371,0.832,0.386,0.0805,0.916,176.565,Fleetwood Mac,en,
TIME,1hQZiYDGr6bbLc3ZxsT1CM,35,4zNayWuATXCAA9gaXvnFnq,r&b,0.356,0.857,5,-4.056,1,0.152,0.0169,0,0.232,0.397,189.372,Mondo Grosso,ja,
Indestructible,1HrEnf8mgS1Grlf0PKjDCO,46,5nQrMpkyWmxPX0gk74htMk,rock,0.429,0.966,8,-4.605,1,0.0733,2.09E-04,0.124,0.371,0.525,179.956,Disturbed,en,
Rock Me Amadeus,1Hs3XZxhdpHrOyiZBB4kEK,1,0XOIK4m26aeYSD61E5nSVW,rock,0.62,0.778,4,-11.061,0,0.121,0.409,0.00258,0.0903,0.912,176.667,Falco,de,
What We Leave Behind,1hSC6vWh3Rzkn9JSWicerC,33,1ZlL3IQS8eB0s0RMxz02yD,r&b,0.416,0.293,2,-10.232,1,0.0755,0.749,0,0.253,0.292,155.432,Labrinth,en,
Big Fish,1hsCcm0xujceILNvgRfrVB,1,37i9dQZF1DWT5MrZnPU1zD,rap,0.893,0.551,3,-5.878,0,0.341,0.455,9.15E-06,0.351,0.697,99.986,Vince Staples,en,
Siempre Peligroso - feat. Fermin IV Caballero of Control Machete,1hSJnfkEqbGF5afz5aqKqi,50,5fWgI0IJ1el5NB1sZ0Egsx,latin,0.901,0.615,1,-9.837,0,0.377,0.0289,3.10E-05,0.0578,0.674,92.089,Cypress Hill,es,
Waves,1hsPZY6oWcPfFPqDEQmMaW,45,7nHgmv7uyIA1KHj6qTttjH,pop,0.564,0.826,8,-5.534,0,0.0707,0.176,4.21E-06,0.169,0.417,121.984,Luna Shadows,en,
Sangue Ruim,1HsxZYc9fjXxAlO55ONF6w,59,37i9dQZF1DWYBXtbGSCurj,rap,0.875,0.488,1,-9.655,1,0.32,0.114,0.0155,0.106,0.621,91.986,NGC Daddy,pt,
Come With Me - Radio Mix,1Ht4NJdY8adMsW540P5vG0,63,3pS63EDS40FVGYL41zAcU4,latin,0.677,0.758,6,-6.523,0,0.027,0.00307,0.736,0.22,0.308,119.999,Nora En Pure,en,
Laat Niet Los,1htiTRFICVGPkn7JkRrSRa,49,1d0fonZHpN4LYHTKbmNRbm,latin,0.668,0.578,9,-4.399,0,0.0825,0.58,0,0.0691,0.404,99.774,Delany,nl,
I Get The Bag (feat. Migos),1HTtUBEY3tuw2btgwwI2Ja,4,7tkgK1tm9hYkWp7EFyOcAr,rap,0.89,0.633,11,-5.475,1,0.168,0.0232,3.43E-04,0.0993,0.425,139.948,Gucci Mane,en,
Apocalypto,1HTyaQunwA2CXIiQDp3rAC,26,71UHE27ayQs8ZDxQwY0cY1,edm,0.528,0.843,7,-3.514,0,0.104,2.36E-04,1.44E-05,0.452,0.0983,128.044,Wasback,en,
Rakata,1hUxy4xuXlzRENHPg5Qqdb,0,0si5tw70PIgPkY1Eva6V8f,latin,0.726,0.784,1,-6.053,1,0.239,0.0607,0,0.112,0.651,192.068,Wisin & Yandel,es,
All Falls Down (feat. Juliander),1HvCFAUIWQsWV9zud3UhDl,70,37i9dQZF1DX6pH08wMhkaI,pop,0.655,0.672,1,-4.966,1,0.0581,0.253,0,0.312,0.675,98.005,Alan Walker,en,
Circus,1HVjqP22I8rGY1gyEqrEuy,53,37i9dQZF1DWUXxc8Mc6MmJ,edm,0.75,0.473,1,-6.906,1,0.0427,0.669,0,0.103,0.337,108.016,TAEYEON,ko,
Every Minute Every Day,1HVKyOwoBkhseTKSYAt9Tg,2,37i9dQZF1DWViGKI2U5P2K,rock,0.488,0.911,11,-3.608,1,0.0424,0.00298,1.14E-04,0.0756,0.502,93.888,Scorpions,en,
Share My World,1HvmjWFZpe1lrEl1ehLsvr,45,78RRvktrPMSqAoCI21mNOe,r&b,0.707,0.539,4,-6.742,0,0.0373,0.015,0,0.12,0.747,140.021,Mary J. Blige,en,
Free Free Free,1hvZ3uUcaCZrcZQXWUBRse,47,5wONX0lVyQE5XTxqjTUiUd,latin,0.71,0.951,4,-4.694,1,0.131,0.00157,0.0082,0.112,0.532,122.99,Pitbull,en,
Meu Mundo,1hw5UuO6s1DRAJmCn4Nc1H,63,37i9dQZF1DWTGaQ84g8alz,rap,0.866,0.552,2,-6.478,1,0.257,0.247,0,0.135,0.499,131.049,WC no Beat,pt,
Boulevard of Broken Dreams,1hwJKpe0BPUsq6UUrwBWTw,71,0jilq2XZP9F2fwzp2k6iXK,rock,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54E-05,0.0383,0.506,167.046,Green Day,en,
Photograph,1hwN2eAwsXgktvw9Qe8TrP,58,0KNLLunbFh9XgitPMOGmQg,rock,0.617,0.696,4,-12.739,1,0.0282,0.0155,1.99E-04,0.108,0.9,111.136,Ringo Starr,en,
Beautiful Soul,1HwpWwa6bnqqRhK8agG4RS,72,10FCW9lj0NdeoYI5VVvVtY,pop,0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975,Jesse McCartney,en,
What's My Age Again?,1hWrl3T1kIH5b9zRHLfCOn,13,1YgWQAs1s77NzieIH4ARKn,pop,0.398,0.954,6,-7.373,1,0.0715,0.0133,2.18E-04,0.0891,0.433,157.766,blink-182,en,
Head to Toe,1hx5XSk2uGFGBuUIROLGHN,44,1oReEujyWpQv2OX68BVPPA,latin,0.847,0.669,11,-7.318,0,0.113,0.0441,0.00774,0.19,0.84,113.736,Lisa Lisa & Cult Jam,en,
Missing You,1hxDtE2zgp4J4tCmn6nbyu,40,1dsaMvnC1hXPCNGC4aVtjj,r&b,0.581,0.505,4,-5.434,1,0.0309,0.231,0,0.141,0.131,135.594,Brandy,en,
Crown,1hxE8xAp7CrBsdpiRpiWFy,69,1KNl4AYfgZtOVm9KHkhPTF,latin,0.542,0.581,9,-5.687,1,0.159,0.701,1.02E-06,0.0741,0.0857,108.909,Stormzy,en,
Unshakable Love,1HXkhm3VgTwqtHUDzKT3GY,37,37i9dQZF1DWUUPO0Sbx2CM,pop,0.676,0.709,11,-8.351,1,0.0655,0.00217,0,0.362,0.312,119.951,Elevation Youth,en,
The Vengeance,1Hy0m0aaG67ttQZoytmKd8,60,37i9dQZF1DWWJOmJ7nRx0C,rock,0.382,0.94,8,-6.105,0,0.0682,1.05E-05,0.293,0.349,0.356,145.987,Black Veil Brides,en,
Visiting Hour,1HYYnsPW3ZDwZ7f7iTJ2zA,25,68y3WoFJMMKDHUIpqCnoM3,rap,0.567,0.78,6,-5.811,1,0.109,0.00383,0,0.111,0.532,87.172,Raekwon,en,
Shine,1HZ3cUZUw5htSFmah1V8Ko,14,0y8MUle9Lf8VDNjPsskzJB,rock,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,Collective Soul,en,
Take My Breath Away,1hZJcuz9iMoz6tLkFlIaUy,60,65HtIbyFkaQPflCa4oW8KO,pop,0.578,0.477,1,-8.119,1,0.0228,0.448,3.10E-04,0.124,0.511,95.892,Berlin,en,
It's your life (feat. Chris Willis),1HzTvjlL2z1ok5QzfDvPrp,0,1HtnPDj2V126xB9tJP786P,edm,0.709,0.894,5,-5.983,1,0.122,0.0463,3.90E-04,0.437,0.108,127.995,David Guetta,en,
Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,81,4QAzO1Z92yqqD6Mf3mOANu,pop,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,The Chainsmokers,en,
How You Love,1I2NEALPO5AC8mhgiXyBuV,27,37i9dQZF1DWUUPO0Sbx2CM,pop,0.685,0.633,11,-8.245,0,0.0708,0.0816,3.11E-05,0.116,0.355,124.025,Marci Coleman,en,
MAD GAAL,1i2ujygcFXUBEJucbsBvKQ,41,5WNUX6jisX0NRlVDTm6RDd,r&b,0.812,0.709,5,-5.837,0,0.413,0.189,0,0.118,0.881,99.891,BEAM,en,
Verliebt in den Tod,1i35F26CqncnGG3MNO4K00,42,1qXg9ck25tBRxeXsj8mbDG,rap,0.65,0.888,7,-5.089,1,0.322,0.659,4.48E-05,0.105,0.34,91.955,AK Ausserkontrolle,de,
Who's Lovin' You,1i3QDZbA9jVI7Lg1DA122c,47,5EMARioe9z9eKOeWIAC2JW,r&b,0.534,0.559,9,-5.22,1,0.0358,0.567,0,0.111,0.746,69.878,Michael Bubl̩,en,
Cat Pack,1i3UvjbQS0OoBoKkILthR2,58,37i9dQZF1DX76t638V6CA8,rap,0.91,0.645,5,-9.377,1,0.327,0.00373,0,0.0599,0.332,139.969,AJ Tracey,en,
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",1i3z3GR1JtLswOSJNO0BQw,77,1KNl4AYfgZtOVm9KHkhPTF,latin,0.394,0.718,7,-6.336,1,0.0607,0.706,0,0.116,0.247,151.912,Bebe Rexha,en,
Love Hurts,1i5oEx2vFczQ2sCY3c6Kn5,58,3yj9YnQGTdnFuKbDyXGDi6,rock,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,Nazareth,en,
Your Wildest Dreams,1I5PbTAcWMqV66XR8B2vzK,26,0XOIK4m26aeYSD61E5nSVW,rock,0.531,0.696,7,-12.497,1,0.0386,0.312,0.0228,0.293,0.628,141.373,The Moody Blues,en,
Psycho Killer - 2005 Remaster,1i6N76fftMZhijOzFQ5ZtL,72,4EYSGTuqe9cVfSVpX4gtGv,rock,0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,Talking Heads,en,
Do You Really Want To Hurt Me,1I6q6nwNjNgik1Qe8Oi0Y7,63,2foj4ZYVHRGqSd1aMqNPBj,rock,0.744,0.376,4,-14.996,0,0.0366,0.0815,0,0.108,0.42,100.78,Culture Club,en,
Sadness Is Taking Over,1i7MnatuVb8zlDInTe30JP,0,0qOJuaqHeg4u1i6gjPKnxE,r&b,0.488,0.638,8,-7.685,0,0.0426,0.504,0.0221,0.0995,0.152,119.848,flora cash,en,
Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,71,6TeyryiZ2UEf3CbLXyztFA,rock,0.52,0.759,2,-9.92,1,0.0363,0.115,0,0.109,0.706,135.347,Steely Dan,en,
Nothing to Lose,1I8BspBUrchyg86PnoLlmZ,5,0MhTMIo1bgH6zzPh7BdChT,edm,0.482,0.871,1,-8.871,0,0.103,4.74E-04,0.839,0.15,0.567,130.097,VYLW,en,
Firestone (feat. Conrad Sewell),1I8tHoNBFTuoJAlh4hfVVE,77,4frhr6RQM2fMOm2mpvOVo6,pop,0.486,0.652,11,-7.226,0,0.052,0.408,6.63E-05,0.077,0.391,113.055,Kygo,en,
Cats In The Cradle,1i8TVeZA6ZiSyrdLKQ4DEd,7,37i9dQZF1DX1lwxXvReaux,rock,0.473,0.454,8,-11.115,1,0.0316,0.226,1.77E-06,0.0776,0.462,75.788,Ugly Kid Joe,en,
Slow,1Ia95g66IhlAJ3qVI4qI8W,66,5qFXOOxrQVyS4UCq3UilZN,pop,0.636,0.243,2,-9.509,1,0.04,0.815,0,0.111,0.239,142.016,SHY Martin,en,
Revolution (Unlike Pluto Remix) [feat. Faustix & Imanos and Kai],1IaIbjNFk6i21FyXump6Dz,39,5aPwKjwNHr6dnCejLcPTVx,rap,0.617,0.672,8,-3.624,1,0.0785,0.0152,5.32E-05,0.664,0.146,149.181,Diplo,en,
Symphony,1iaLcGW8ffLMPFSLSGn0Zs,63,73uj4YmsC7SJ6SbUMTvf07,edm,0.612,0.888,3,-3.796,1,0.0603,0.0374,6.95E-05,0.123,0.189,127.92,Sick Individuals,en,
Simple Man,1IBk5PttmnPcGnysEwtiXi,6,0QUlq0LMDVXSBtbyYLTyZh,rock,0.433,0.756,6,-8.763,1,0.0443,0.00296,0.00166,0.268,0.415,120.574,Lynyrd Skynyrd,en,
Feels Great (feat. Fetty Wap & CVBZ) - BKAYE Remix,1IBoVcXHGZA4oVNRubqcLe,33,4aUEH3uhbofktrFkXOOaKj,edm,0.446,0.777,0,-6.793,1,0.0706,0.159,0.00107,0.131,0.31,187.043,Cheat Codes,en,
Me Liber̩,1IcnHHfeAkdc88LybFWwb9,59,2kY6lVc5EcVfI5WNKmPQQG,latin,0.754,0.875,7,-1.94,0,0.0407,0.395,0,0.0905,0.967,97.522,El Gran Combo De Puerto Rico,es,
Make You Mine (feat. Moa Lisa),1ICPREUY4yMNeFEgbNh7D5,49,1G0q0NK7g3C0XerNqq7GbL,edm,0.72,0.781,6,-4.975,0,0.0569,0.0171,1.78E-06,0.215,0.349,126.004,Mike Williams,en,
De Tranquilote,1IDFcb3cjkj2dhv3UaxX9b,74,37i9dQZF1DXdnGF35OawbN,latin,0.682,0.669,2,-7.15,1,0.0951,0.105,0,0.071,0.889,79.929,Danny Romero,es,
The Last of the Famous International Playboys - 2010 Remaster,1idZSAVHfLPQq9tDTYhnIA,38,7rPsfDTqiZYIT4PVzQ4c0c,rock,0.617,0.876,7,-5.806,1,0.0268,0.0241,2.72E-06,0.224,0.735,104.228,Morrissey,en,
El Perdedor,1iEwyiSLAunPR6uouANE0O,65,2kY6lVc5EcVfI5WNKmPQQG,latin,0.702,0.73,0,-5.173,0,0.099,0.425,1.25E-06,0.148,0.879,173.967,Maluma,es,
You Are Everything,1IfUGEJiMxAf96sGEgLt31,0,3a9y4eeCJRmG9p4YKfqYIx,r&b,0.697,0.394,9,-6.24,1,0.0802,0.122,0,0.136,0.573,62.175,Dru Hill,en,
Waves - Robin Schulz Radio Edit,1iG95bFX5nCh2Ezw1Uo3yg,43,2oivDYqm1dQK4KbwVJTaf6,latin,0.828,0.51,5,-9.318,0,0.0368,0.00821,0.00137,0.108,0.451,120.004,Mr. Probz,en,
Hallowed Be Thy Name - 1998 Remastered Version,1iGXvUsVVkYBas0Cniw6NB,6,55ybnG2z8rpTIerRfnCsw6,rock,0.304,0.909,9,-5.162,1,0.0362,0.00185,0.122,0.362,0.348,103.99,Iron Maiden,en,
In Exile,1IH7pla7FUzFjkYud5zzNX,0,7GhTpb4eOp6403Bmgqz3db,rock,0.31,0.53,1,-11.675,0,0.0272,0.0262,0.569,0.0539,0.238,101.027,The Pineapple Thief,en,
shining on my ex,1IhMuuTCpO0K7BM2MmIZ0w,70,37i9dQZF1DWY6tYEFs22tT,rap,0.645,0.487,4,-8.584,0,0.352,0.121,0,0.0931,0.618,88.893,bbno$,en,
Hauseingang,1IikW5aCjY08gagX94j3fJ,73,37i9dQZF1DX36edUJpD76c,rap,0.549,0.396,8,-8.435,0,0.437,0.168,0.0777,0.147,0.284,79.559,Pashanim,de,
Same Ol' G,1iIsl8Z9WG4V5DarICRCja,47,3krpccUV68nBGAQbvHEZDC,r&b,0.833,0.338,5,-12.831,1,0.127,0.0375,0,0.0459,0.73,81.822,Ginuwine,en,
Monocool 2014,1IIYOuxT9djbArUWP1yE1a,13,5BqOZpVEqRDfZScvW1QUyA,edm,0.656,0.983,1,-3.351,1,0.051,0.00723,0.718,0.0968,0.193,127.942,Adrian Emile,en,
Happier - Frank Walker Remix,1IjuevPDJ8Sa97wFwQ5j4V,51,37i9dQZF1DWSJHnPb1f0X3,pop,0.712,0.646,5,-4.23,1,0.182,0.116,0,0.123,0.607,104.998,Marshmello,en,
Girl Don't Make Me Wait,1IJXwbwbldrL3Cb39WHEJZ,9,3m4z6komWDtKly3Q1FvFmN,r&b,0.578,0.827,1,-7.032,1,0.103,0.0101,6.19E-05,0.155,0.881,205.948,The Whispers,en,
Make It,1IkCG9jkzCrl3TadPTh4dU,45,5d1arTPDEr76KMg9geDinZ,rock,0.553,0.685,0,-10.981,1,0.0275,0.0151,0.149,0.19,0.57,137.898,Aerosmith,en,
Melatonin (Unplugged),1IkjoLXB9LEf3w32Wk07X3,56,1nFfDHtp8RY3obgen8KODl,r&b,0.54,0.222,8,-12.846,0,0.0321,0.88,5.87E-04,0.346,0.28,128.871,Phoria,en,
The Prophecy,1IKkETDWIYawx8zgRaQwPL,61,3PNyCpkY7NAXyhopBpj7vc,edm,0.273,0.896,1,-4.705,1,0.0913,8.41E-04,0.357,0.305,0.0631,137.992,Timmy Trumpet,vi,
Nowhere Girl (Extended),1iLBWOFDhSgyzJZ4gTGpnh,0,2nRWtTI9a2LWjJ9Wy3JZs5,pop,0.596,0.742,2,-8.003,0,0.0321,0.00263,0.0467,0.0733,0.843,146.483,B-Movie,en,
La Botella,1IlJpEiMt4nuLr3cWFQUxa,67,2kY6lVc5EcVfI5WNKmPQQG,latin,0.752,0.795,0,-4.438,1,0.0415,0.193,3.93E-05,0.0772,0.916,118.015,Mach & Daddy,es,
Odio,1iLv1ieT9BZ3qsti9yTCnG,71,2rg9LCyvaMQvnCE2hVndpR,latin,0.802,0.725,0,-5.965,0,0.0676,0.574,0,0.0821,0.598,128.04,Romeo Santos,es,
That's Right,1Inq5p7LPUNq1W40hvTD7h,26,0tLHH1C4HkWEUCXXSSjbOe,rap,0.827,0.678,6,-12.854,0,0.0738,0.00319,0,0.108,0.896,135.09,DJ Taz,en,
Palmar,1INtYY3PE2RP7NrhHOsBaz,63,2v41efarffe6iY8qpMK5Gj,latin,0.859,0.505,7,-8.766,1,0.0397,0.798,0.0671,0.27,0.796,133.988,Caloncho,es,
Mohabbat,1InzTnM9CRkVlrRzVqbo2P,53,37i9dQZF1DX1ct2TQrAvRf,rap,0.696,0.759,0,-8.851,1,0.158,0.0862,6.20E-04,0.141,0.895,120.034,Kaam Bhaari,hi,
Untouchable (feat. Aimee Dalton),1IoA7fqXfbjndYJTdrQLZn,61,4IS7o1utOzhimFEFnj9gmu,edm,0.57,0.786,1,-5.212,0,0.113,0.208,0,0.0748,0.16,128.158,Will Sparks,en,
Brand New,1Ioc85mqHwoQKvnI0p4dnW,47,3jPkaExIWXQWklcmmF5180,rap,0.96,0.624,2,-2.814,1,0.0838,0.206,0,0.132,0.478,109.986,Taylor Gang,en,
Doing To Me,1ioqD1XvFGDomjXkKNCBQB,66,1y42gwI5cuwjBslPyQNfqb,pop,0.718,0.762,0,-5.006,0,0.0571,0.284,1.58E-06,0.0971,0.368,132.893,Astrid S,en,
Alive,1ip7DKU9LjT6aR4FdvD3Mv,60,1VnvyBDqoV5TCZAnXYferL,rock,0.51,0.774,1,-5.485,0,0.0387,0.0324,0,0.053,0.334,100.286,Daughtry,en,
Kamikaze,1iPBD72u3nAyFEeardYuBV,14,5SO7xYih5w8X5FEpKvU7Rt,latin,0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Lil Mosey,en,
The Watcher,1iQ5E4z6CJ38dIzvMI9Wdo,57,5yGuoOwRQF3o8NVRRlvCj7,rap,0.939,0.486,7,-3.488,1,0.207,0.172,0,0.264,0.517,97.582,Dr. Dre,en,
Heads High (Kill 'Em With It Re-Mix),1iqbvOlfRIkVsk6L54ufGu,33,2rg9LCyvaMQvnCE2hVndpR,latin,0.911,0.949,1,-5.509,1,0.173,0.69,0,0.27,0.927,93.672,Mr. Vegas,en,
Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,90,46Cl6dmeiylK6TRGXr7hHe,pop,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,SHAED,en,
Heart,1IQgMSRjsLjVw5VZFeWcC0,59,16RNbqnNCCLlBJti7JU5nc,pop,0.442,0.431,0,-9.007,0,0.0382,0.0102,2.02E-04,0.118,0.0707,109.128,OTR,en,
Receipt,1iQi4lFpgIPTMeGXlQqZKk,45,4lcyWQDOzPfcbZrcBI3FOW,rap,0.497,0.888,6,-3.553,0,0.37,0.0154,0,0.147,0.677,174.067,Lil Wayne,en,
Poison,1iQpStZpzBb5TOuTDKJKdj,59,29dTrOurPDrMcrnio2q6hZ,rock,0.3,0.894,2,-7.786,0,0.109,0.0515,3.33E-04,0.125,0.268,118.631,Alice Cooper,en,
Dueles,1iRvhKiXRElIH2Uf4gd95P,71,37i9dQZF1DX6ThddIjWuGT,latin,0.531,0.834,2,-3.944,1,0.052,0.277,0,0.131,0.526,142.026,Jesse & Joy,es,
Violet City,1irXmwdCbngOtucJNd5mSl,4,6OaTudLqBEuTyUMPxRNpZc,pop,0.596,0.784,3,-6.723,0,0.033,0.0642,0.139,0.216,0.432,162.019,Mansionair,en,
Island In The Sun,1IRZwD3r9VOehOR8rGeV3Y,10,4PjiT7SWnUsTTTvKOuR76f,rock,0.647,0.805,4,-6.269,0,0.0279,0.00789,0.00211,0.168,0.707,114.638,Weezer,en,
Treppenhaus Authentic,1iSctFzf915OKMmqu6M65o,22,5GA8GDo7RQC3JEanT81B3g,rap,0.664,0.854,0,-4.925,1,0.553,0.111,0,0.276,0.754,125.411,Olexesh,de,
Only Happy When It Rains,1IsGA5ceSC4a5nxgAEYnQd,51,4EYSGTuqe9cVfSVpX4gtGv,rock,0.511,0.827,1,-4.55,0,0.0323,3.77E-05,0.00103,0.208,0.486,121.459,Garbage,en,
Underworld,1ISiF8S1Yehu7OrSJU8Kct,54,0BwUQpqHSlC2YfKwOp2dQV,rap,0.838,0.816,8,-7.495,1,0.124,0.136,4.37E-04,0.156,0.55,120.003,Unaverage Gang,en,
Suicidal,1iSqfoUFnQwV0QW1EfUit8,90,37i9dQZF1DX0XUsuxWHRQd,rap,0.736,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.005,YNW Melly,en,
Blue Lights,1It1TxBK3xIQAB4xJkPevn,71,1ZlL3IQS8eB0s0RMxz02yD,r&b,0.692,0.57,7,-8.077,1,0.185,0.666,0,0.107,0.309,91.917,Jorja Smith,en,
