track_name,track_id,track_artist,playlist_id,track_popularity,loudness,instrumentalness,key,speechiness,acousticness,danceability,liveness,tempo,energy,valence,emotion
Heroes (we could be) - Branchez Remix,3WmVIlqFYl0uUf7rrVLQYv,Alesso,5aPwKjwNHr6dnCejLcPTVx,0,-9.026,4.17E-05,5,0.0318,0.517,0.659,0.0903,122.087,0.483,0.314,
I Love Your Smile,3WN3WpEtUVkM6MbBLJHa3N,Shanice,0WicovBbxeB0nvQC6IfuaT,4,-9.128,1.68E-06,10,0.119,0.0117,0.719,0.144,93.922,0.829,0.706,
Bonnie & Clyde,3wngJxsQ68D5k6GOWEJsXl,BLACHA,37i9dQZF1DWY3UKS6jvnxr,48,-7.264,0,5,0.392,0.79,0.758,0.115,96.87,0.627,0.258,
Sidewalk Talk,3wnjAXKdsFmtKvDcYSysjd,Jellybean,1oReEujyWpQv2OX68BVPPA,33,-10.874,2.58E-06,10,0.0455,0.108,0.829,0.405,115.347,0.808,0.945,
Silent Night,3WP3OIYgTAnfFuiQBvgzgi,Boyz II Men,6FZYc2BvF7tColxO8PBShV,45,-19.697,1.67E-05,2,0.0375,0.924,0.225,0.128,117.105,0.121,0.071,
La La La,3wPPWcVuinAU7dXcJXtCID,Naughty Boy,1CMvQ4Yr5DlYvYzI0Vc2UE,67,-5.202,1.13E-06,6,0.0306,0.107,0.772,0.0905,125.082,0.65,0.262,
First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,Future,7tkgK1tm9hYkWp7EFyOcAr,69,-6.105,0,1,0.0776,0.013,0.734,0.28,162.038,0.683,0.445,
Me and You and a Dog Named Boo,3wRiwV9HdarzkktRH7If46,Lobo,1uKFRCQYci8kVgMy3xzTVH,55,-10.286,1.73E-05,6,0.0312,0.178,0.628,0.0686,120.782,0.603,0.951,
Majestic,3WrjbE6biDbu8x8g6FqhMR,Journey,6pZlZ20vt3aDjIKw98aBtQ,25,-9.042,0.923,4,0.0339,0.186,0.259,0.117,71.598,0.558,0.0826,
Perfect Way,3WrOAryvCUOVsm8P8O2DoE,Scritti Politti,0XOIK4m26aeYSD61E5nSVW,0,-12.324,0.0991,6,0.0468,0.0438,0.66,0.428,104.588,0.836,0.898,
Sunset Lover,3WRQUvzRvBDr4AxMWhXc5E,Petit Biscuit,4frhr6RQM2fMOm2mpvOVo6,72,-7.556,0.439,6,0.042,0.669,0.785,0.114,90.853,0.525,0.251,
You Are My Strength,3WrYq4Y2Wp2xt4gd4o1VLy,Deitrick Haddon,0pItJZBDZFvgAOdFnSITnJ,25,-6.055,0,9,0.055,0.146,0.661,0.116,132.013,0.769,0.504,
Me Enredas,3wSVQhalmgJVLvXieDOPZf,Leebrian,37i9dQZF1DXd8p9XRfIfUn,37,-8.011,0.0125,9,0.086,0.736,0.84,0.105,160.029,0.453,0.633,
Colors - Audien Remix,3WtCu35qpzGCLIGa8pczdu,Halsey,5aPwKjwNHr6dnCejLcPTVx,59,-2.012,8.03E-05,1,0.106,0.0722,0.649,0.101,134.932,0.885,0.719,
You're High,3Wtm09sSjyoidTrms6H4H6,Agar Agar,5jROYSZSL7cO0jGAqkPx7C,56,-7.375,0.0844,9,0.0266,0.0173,0.613,0.118,107.009,0.634,0.496,
Sue Me,3WVhkjB7Y4xFruqoCAajBb,Sabrina Carpenter,10FCW9lj0NdeoYI5VVvVtY,75,-5.415,5.04E-05,6,0.326,0.0422,0.46,0.138,157.184,0.809,0.609,
The Touch,3WVJNKDreudOd8pBjU5nDI,Otis Junior,37i9dQZF1DX44dZ4p5QLf4,39,-5.806,0,2,0.084,0.315,0.774,0.334,94.951,0.432,0.727,
Uncle Tom's Cabin,3WW3g2scq0m7ZY5JCxrdWw,Warrant,37i9dQZF1DX68H8ZujdnN7,50,-6.785,1.37E-05,8,0.0707,0.186,0.633,0.13,126.567,0.732,0.273,
Do You Miss Me Much - Wookie Remix,3wWRbRa3OFIFRs4gNywkdd,Craig David,4SdfG4cPG3skmTiQLozZGh,30,-6.07,0.0987,11,0.0751,1.47E-04,0.786,0.11,130.997,0.899,0.951,
En Barranquilla Me Quedo,3WXfQDsASfXrSojk9WB3aR,Joe Arroyo,37i9dQZF1DWYey22ryYM8U,58,-9.213,2.32E-04,1,0.0552,0.172,0.642,0.0895,103.899,0.7,0.784,
Don't Go,3wXhTV5ky83quzaBvYxrJZ,En Vogue,7LjRWGUdOmBdPG1W1bga4i,18,-7.853,1.36E-05,3,0.0366,0.187,0.68,0.052,151.296,0.636,0.787,
party favor,3WxmlTZ85sCYFnuIXmUAEe,Billie Eilish,1E5VdGGWkpDQ682gdvJAZH,76,-12.181,2.83E-06,0,0.0883,0.882,0.826,0.103,130.022,0.188,0.205,
Gimme,3WxQXufIzssKD22MqKR6cW,Ralph,21nxmipQe5xtXoHHPaYfnY,36,-8.186,0,2,0.116,0.271,0.841,0.0577,107.992,0.468,0.847,
Changes,3Wyc7M8twhxeyaC51BcQYb,2Pac,0t9TeyXE2mWe70JT3YwSoH,11,-6.311,0,7,0.0739,0.0446,0.863,0.166,111.11,0.672,0.338,
Heroes (we could be) - Branchez Remix,3wyJ90In0gjiWYgXniY4Op,Alesso,4NlAd9NpIa92IjErMyAriM,48,-9.028,1.14E-04,5,0.0325,0.474,0.662,0.0929,122.057,0.487,0.33,
No Me Ronke (with Miky Woodz & Jon Z),3wZGqsIjAMd9w0nrxG4xby,Jay Menez,37i9dQZF1DXde9tuMHuIsj,55,-1.971,0,10,0.0478,0.167,0.847,0.163,119.957,0.763,0.347,
Love Me To The End,3wZvXDeSxh8ZxqyEwl0ChR,Deine Lakaien,53CmFroG6MWR5reOOXJX6B,0,-9.758,0.625,2,0.0563,0.224,0.483,0.0929,148.075,0.76,0.154,
Brazooka,3X0qI1VjyCv7eiE7bftaSL,NVDES,1pZWCY50kMUhshcESknir8,40,-8.543,0.85,1,0.102,1.50E-04,0.543,0.0921,147.901,0.908,0.387,
Black Water - 45 Version,3x1v32I3SZNvC7q7bDhcGm,The Doobie Brothers,1bMYfBHYBCRHY5LGkjlpSy,62,-18.253,0,2,0.0414,0.334,0.543,0.044,168.169,0.307,0.649,
Who Are You,3x2bXiU0o4WbsPkawXlfDA,The Who,1bMYfBHYBCRHY5LGkjlpSy,17,-11.405,0.00313,9,0.0511,0.265,0.651,0.106,156.371,0.661,0.489,
Limitless,3X2poeXeV5sAbOpFnineHX,Sudan Archives,37i9dQZF1DWTc5QDlvD7t0,53,-8.473,0.0137,8,0.0363,0.0158,0.642,0.369,87.89,0.475,0.363,
Let's Straighten It Out,3X3P8wgRL2wsLoPtVFO41d,Latimore,3nTS97zUqxJBQeiXNRs963,39,-15.083,1.90E-04,2,0.0484,0.272,0.773,0.0907,79.715,0.45,0.889,
Highways Of Love,3X3uYrKpdiBJmtJHG9oDT5,Johnny O.,2MYEUjX0YAI9dxrBDzoCK7,24,-14.065,0.226,7,0.0493,0.00365,0.629,0.0885,121.495,0.527,0.649,
Sweet Thing,3X3XuCPTC95ARm9SguWsIa,Mary J. Blige,4sji14lrB5bgcr51lPALYH,55,-7.86,9.56E-05,9,0.101,0.343,0.69,0.178,79.305,0.651,0.691,
Flava in Ya Ear,3X414ZlCf5U7pcpIaIcUkT,Craig Mack,1g3APxk2mLVNU2TuHCPli0,53,-8.843,0,9,0.329,0.466,0.763,0.0693,90.032,0.541,0.885,
This Place,3x4q0AuhGdiPi1jvCIFACQ,Logan Pollard,37i9dQZF1DWUUPO0Sbx2CM,21,-12.215,1.57E-04,5,0.119,0.391,0.495,0.0844,140.061,0.33,0.572,
"Trapstorno (feat. Natan El Profeta, Rubinsky Rbk & Philipe)",3x5IHbEDkbwIYcge3iWazt,Redimi2,396llvvFOIB9jgPg0kqNDb,54,-5.569,0,1,0.245,0.0794,0.758,0.0901,145.041,0.826,0.188,
Did You Ever Think - Remix - Radio Edit,3x6QCo3LClrqiJF19w8daE,R. Kelly,2Ey63yNQeC9Yto7JwX9BGJ,34,-5.841,5.12E-05,6,0.185,0.221,0.86,0.114,95.094,0.604,0.874,
Livin' On A Prayer,3X7abqSXC4xrxuC1ykpWcY,Bon Jovi,65HtIbyFkaQPflCa4oW8KO,15,-3.216,2.10E-04,0,0.0359,0.0599,0.522,0.33,122.541,0.882,0.815,
Bankster,3x7Wt94A0GV4Kv4igBF5lJ,AK Ausserkontrolle,5GA8GDo7RQC3JEanT81B3g,37,-5.542,8.35E-06,8,0.213,0.332,0.509,0.129,143.942,0.779,0.562,
Idlip,3x8N0uirzvvWp3Fjhz7p3o,Imago,37i9dQZF1DWYDQ8wBxd7xt,0,-6.274,0,7,0.0263,0.305,0.467,0.155,52.017,0.458,0.288,
Under The Knife,3X8WHniDzH20AXb4AxQPX9,Rise Against,5nQrMpkyWmxPX0gk74htMk,3,-3.847,2.48E-06,10,0.0626,5.20E-04,0.572,0.044,104.345,0.984,0.524,
Some,3XAFrOZbJYdMaHGP4qutqs,Steve Lacy,3q3M4VCymcMoxJ3Tl7mRqN,51,-7.474,0.058,4,0.0638,0.0248,0.51,0.0758,103.584,0.666,0.106,
Maradona y PelÃ©,3xALgUxUFNYIrbMew1sbnC,Thegiornalisti,6kVFIQBhLT4003iw2WWEv1,66,-4.885,0,9,0.23,0.0867,0.683,0.406,119.905,0.823,0.668,
Si No Le Contesto,3XaWuYsTtnkzCSBr0RmROc,Plan B,37i9dQZF1DWWU6Rfto8Ppm,59,-5.074,0,1,0.0533,0.0947,0.846,0.159,95.003,0.747,0.517,
The House of the Rising Sun,3XC7Jd6SfrQYKZJ6inyRHK,The Animals,6oghIlByD49KFGNmNU8GSH,66,-9.11,0.00445,9,0.0308,3.34E-04,0.316,0.0912,117.363,0.484,0.299,
Bella,3xcCix7Jv1Rp90YVmgo35D,Wolfine,37i9dQZF1DXco4ODkIraMD,71,-6.688,1.47E-04,3,0.0735,0.128,0.909,0.127,94.016,0.493,0.844,
We're An American Band - Remastered 2002,3XcjIvaZVUFAIdIYZqY9bd,Grand Funk Railroad,37i9dQZF1DWYNSm3Z3MxiM,59,-4.872,6.72E-05,7,0.0677,0.119,0.637,0.103,127.689,0.89,0.923,
Toca (feat. Timmy Trumpet & KSHMR),3xcMEY6lVtFCJ5kLf9mFNK,Carnage,5Bx5niVgi3qGQQw06C0RKq,45,-4.21,0.833,2,0.126,0.00338,0.865,0.047,127.988,0.496,0.174,
On My Block,3XcsaghGUCL9WzJz3TlLKo,Scarface,4lcyWQDOzPfcbZrcBI3FOW,1,-3.194,0,10,0.205,0.165,0.834,0.0533,82.766,0.917,0.601,
Pow,3xCSmBYkXp6msX9z9MrFRc,Kendra Morris,5EMARioe9z9eKOeWIAC2JW,12,-7.156,4.46E-04,11,0.0261,0.246,0.673,0.0952,93.97,0.554,0.59,
Smokin & Drinkin,3xd80KxnM4MnDcaE8bcreg,Danny Brown,5CK0fshHcik1vWyeCc0zat,44,-5.151,0,11,0.0579,0.0278,0.731,0.0695,147.006,0.902,0.947,
Undead,3XdAzyVBwPctMDkFjKRlO7,Hollywood Undead,5nQrMpkyWmxPX0gk74htMk,3,-5.185,0,2,0.106,0.0138,0.512,0.261,163.128,0.943,0.485,
Karma Chameleon,3XDeeP9wBZzGhIPZmLfEEx,Culture Club,65HtIbyFkaQPflCa4oW8KO,64,-12.385,0,10,0.0337,0.214,0.661,0.206,92.056,0.552,0.928,
Melody - ANGEMI Remix,3xE7LrW7P54CYNQYqLhl6J,Lost Frequencies,37i9dQZF1DX3PIAZMcbo2T,35,-3.964,0,0,0.0952,0.0112,0.564,0.101,127.948,0.833,0.395,
Acid Dreams,3XEdqQtGHAM5huMrs3RaKN,MAX,4SdfG4cPG3skmTiQLozZGh,65,-4.17,2.53E-05,0,0.0839,0.146,0.817,0.111,99.988,0.509,0.77,
Hollywood,3xEqegrcyQtfhWeEMnDyCG,RAC,2QiMewRbSavfZ9MSAYz2h6,49,-6.109,5.19E-04,8,0.0519,0.119,0.945,0.121,120.004,0.546,0.962,
Smooth Operator - Single Version,3XEtw7t4V5sfd2vtkp0ql7,Sade,1S7BckuYIkEazeNKOSM0uA,66,-6.619,5.85E-04,9,0.032,0.24,0.734,0.0298,119.337,0.581,0.962,
you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,5jROYSZSL7cO0jGAqkPx7C,84,-10.485,0.219,4,0.186,0.462,0.678,0.139,150.455,0.533,0.323,
My Demons,3Xfg7AegXaDLoD5GOUMf2e,STARSET,4TG1lzMD9HFvZ9E1Bk6Gnu,70,-6.196,6.42E-05,5,0.0625,0.00768,0.274,0.108,173.009,0.652,0.1,
Real Love,3XG801WWhqC753dekEBkMt,Mary J. Blige,4sji14lrB5bgcr51lPALYH,63,-5.472,3.71E-04,0,0.0797,0.119,0.769,0.0506,95.02,0.781,0.826,
Bringing Home the Ashes,3XGBFBUEalGmIDcjvu4nrj,The Wild Swans,7rPsfDTqiZYIT4PVzQ4c0c,30,-10.632,0.0764,0,0.0292,0.00114,0.575,0.182,129.42,0.748,0.835,
Senza Di Me (feat. Venerus & Franco126),3xGD5KhnizETt7KQwxtUAc,Gemitaiz,6kVFIQBhLT4003iw2WWEv1,68,-5.844,0,8,0.034,0.167,0.698,0.125,107.282,0.636,0.313,
Disk Me,3xgDQRexKiyS4Eq3oAvLaD,Pabllo Vittar,37i9dQZF1DWZ8fJXMbebf9,65,-5.856,0,1,0.0447,0.141,0.761,0.124,140.014,0.61,0.29,
Gold,3XGOhHLl0GOSRT6JCRDbiQ,Digital Farm Animals,6mMk6QCzEgT3QGaCV1R4S5,36,-4.554,0,11,0.0841,0.163,0.781,0.0973,82.014,0.493,0.766,
La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee),3xGZOoLTPTiXJ74AKf75G8,J Alvarez,31hG19URdBvLEpQWKFYfdD,47,-5.318,0,8,0.0735,0.0627,0.738,0.288,171.962,0.726,0.836,
Tear Da Club Up '97,3xHC9yugYtjibz2908Mch5,Three 6 Mafia,0tLHH1C4HkWEUCXXSSjbOe,28,-4.4,0,1,0.132,0.067,0.705,0.246,161.095,0.865,0.526,
Betray And Degrade,3XHnaUAFX8PfNMW1hHC75N,Seether,6kXNv8J3HCYztxjOIUzApv,56,-4.795,0.0367,10,0.0335,9.85E-05,0.58,0.0823,92,0.737,0.506,
Letter To Ouisch,3xHtha4xrGjF7Xr4sdWgTE,La Coka Nostra,68y3WoFJMMKDHUIpqCnoM3,22,-4.348,0.022,11,0.19,5.63E-04,0.337,0.383,175.776,0.89,0.24,
The Greatest,3XIIOCu6B8PuGq5j61asEM,Sia,4ZO0wp9G8FA3X6oYNBzda6,14,-6.164,4.70E-04,1,0.268,0.0109,0.666,0.0507,192.024,0.723,0.739,
Honey - Joe Goddard Remix Edit,3XIMC4cHU7Iu4BR5aBU0Oa,Robyn,5CMvAWTlDPdZnkleiTHyyo,29,-11.446,0.705,9,0.0427,0.0646,0.688,0.128,121.973,0.548,0.313,
Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,37i9dQZF1DWT5MrZnPU1zD,82,-6.736,0,6,0.0666,0.0948,0.729,0.113,134.972,0.603,0.207,
The Drop,3xIwnKhZxWxKcecqrfXBJj,Bro Safari,49EXQVXh5k1t8SOhmUeyU7,0,-4.03,0.0376,0,0.0978,0.104,0.689,0.49,170.036,0.879,0.519,
Lightning (feat. John Rzeznik),3xIzx3ODHMCgITGU9CfOTK,Cash Cash,6jI1gFr6ANFtT8MmTvA2Ux,21,-3.096,0,7,0.0495,0.0284,0.51,0.167,129.068,0.785,0.155,
Maria Maria (feat. The Product G&B) - Radio Mix,3XKIUb7HzIF1Vu9usunMzc,Santana,2Ey63yNQeC9Yto7JwX9BGJ,66,-5.931,0.00201,2,0.126,0.0406,0.777,0.0348,97.911,0.601,0.68,
Half Gone,3xKNy9VJrH2hqO3YXV2mKx,Stephen Puth,16RNbqnNCCLlBJti7JU5nc,65,-4.906,2.30E-04,0,0.0369,0.0977,0.63,0.058,90.932,0.561,0.492,
Kuku187,3xLJfPdE8ovTZ0Helln3eV,Capital Bra,1qXg9ck25tBRxeXsj8mbDG,50,-4.031,0,10,0.333,0.056,0.722,0.202,120.203,0.884,0.689,
Stellar,3xlN0Fe1oEOEiE3yWLYcSD,Jamila Woods,48AzM7l4M02DBYd2N3IFLP,49,-9.751,0.0703,6,0.037,0.874,0.684,0.287,86.92,0.362,0.571,
Lovers Friends - John DahlbÃ¤ck Remix,3xmHwSfXvnqd74HjQHtMoz,MÃ¶we,1lSdljPk8zcAdXVMUduDia,6,-5.721,1.02E-04,10,0.0885,0.0446,0.537,0.274,125.076,0.961,0.226,
Death & Desire (feat. Harrison),3xmJo7JydhDml7GAS9YTcN,Knife Party,4N1ipiKR3xla8UXtE12XBm,64,-3.396,0.488,7,0.04,0.0011,0.617,0.186,124.99,0.964,0.379,
Seasons,3xmmKCqEPNloZT9myIx0Hn,Shaggy,3hR2R6szlkwZeGyclTgHcF,47,-3.834,0,8,0.124,0.185,0.752,0.0824,97.022,0.806,0.632,
Straftanz,3XmpCkuHAHIKIJ5ZxGY20j,Straftanz,53CmFroG6MWR5reOOXJX6B,0,-5.235,0.196,7,0.0702,0.00197,0.543,0.401,127.031,0.953,0.399,
Uhh Ahh - Sequel Version,3xMZoua2UaGidXpQ7sSQu7,Boyz II Men,3ykXidKLz1eYPvuGoFlD1e,0,-16.415,8.33E-06,6,0.0514,0.0975,0.688,0.143,126.091,0.338,0.481,
Be Sharp Say Nowt - Original Mix,3xN4zbuUZvGev7c9D0BbTM,Patrick Topping,0AFYmoSuoMQiGGjzvBwr6u,48,-6.203,0.871,1,0.0574,0.00194,0.813,0.0957,126.001,0.992,0.961,
At Your Best (You Are Love),3Xn6BioBEOrQnBN0yRrr4p,Aaliyah,7en9i0JMyJlRFX4r4XrXXx,37,-9.596,0.0183,9,0.0311,0.735,0.622,0.0911,78.071,0.463,0.576,
Hello Hello,3xNpMrm8by097v1EzioexV,Church & AP,37i9dQZF1DX0sDai2F5jCQ,41,-3.944,3.79E-06,1,0.129,0.00337,0.626,0.231,180.129,0.726,0.702,
Punto Y Aparte,3XOcKSqWYaLXMjZHDz7YvK,Tego Calderon,2rg9LCyvaMQvnCE2hVndpR,47,-5.013,0.0416,6,0.0478,0.291,0.8,0.0977,95.007,0.765,0.722,
Stay The Night - featuring Hayley Williams of Paramore,3xozZw4YNCv777ONrbdHsy,Zedd,5QaPRbVgbEcCc9jC1UxgD1,2,-3.112,0,8,0.0426,0.109,0.6,0.0995,127.926,0.728,0.459,
La Sandunguera,3xQ254OSkFQBk1F69d3Gwc,Nathy Peluso,1ZlL3IQS8eB0s0RMxz02yD,56,-7.463,0,9,0.386,0.043,0.623,0.508,78.176,0.56,0.746,
It's Time,3xqF04FdMK7gpIPG3SPFpY,Imagine Dragons,49qyKvg6UAQAvIMUIGMnP3,14,-4.695,0,2,0.0344,0.0168,0.657,0.147,105.011,0.885,0.869,
Disarm You (feat. Ilsey),3xQjivjUZ4KnUslduTEYKC,Kaskade,5EgzhnSirHRvu1AqlFLllv,55,-3.912,4.14E-05,5,0.0556,0.0434,0.446,0.159,127.799,0.793,0.313,
Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,Waka Flocka Flame,37i9dQZF1DWUFmyho2wkQU,65,-5.883,0,11,0.0839,0.198,0.611,0.365,71.544,0.66,0.583,
Los Bandoleros (feat. Tego Calderon),3XQYggN24rz4gU9UoVwOYm,Don Omar,5fWgI0IJ1el5NB1sZ0Egsx,1,-4.813,0,5,0.381,0.41,0.592,0.322,85.636,0.878,0.77,
She's Playing Hard To Get,3xRbymJj98leHL7K8Y94WS,Hi-Five,4sji14lrB5bgcr51lPALYH,55,-6.148,0,1,0.0602,0.00847,0.525,0.266,199.977,0.811,0.751,
Bad,3xRcQ04b0l5RiU2w7lJhCD,James Bay,4WiB26kw0INKwbzfb5M6Tv,73,-5.587,0,4,0.0362,0.756,0.549,0.0939,139.981,0.413,0.29,
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,6a66cg3HcsjYkisYyQcov6,72,-5.406,0.0303,0,0.0334,0.00165,0.662,0.114,131,0.741,0.404,
Grindin',3XrvEifl0hIzgBGUa5jBLS,Clipse,4lcyWQDOzPfcbZrcBI3FOW,54,-3.402,1.22E-06,1,0.318,0.122,0.592,0.103,191.692,0.77,0.361,
One More Drink (co-starring T-Pain),3XrYVxmqDEFU725or3B59w,Ludacris,4lcyWQDOzPfcbZrcBI3FOW,0,-4.764,0,0,0.292,0.0647,0.558,0.283,98.125,0.773,0.593,
Off The Ground,3xRzUblYGZhVs52fMjii7R,The Record Company,56dbowk1V5ycS5jW7DSvi5,53,-4.572,0.215,7,0.0426,0.601,0.543,0.384,92.15,0.696,0.849,
Luna Roja,3XRZYgmphJbmMEclYCx7Wx,Soda Stereo,3opIxv3Y5GmXDNpbLFZxIm,0,-8.402,0.194,4,0.0286,0.00496,0.348,0.718,92.95,0.661,0.142,
I'm On Fire,3xSdEH8yjB0hiCcj9CG0xR,Town Mountain,37i9dQZF1DX56crgoe4TG3,52,-12.285,0.0394,5,0.0307,0.394,0.47,0.105,169.897,0.391,0.408,
Pleasure,3xtZcACMmu4abI3xswUbsU,Baxter Dury,7p30DzTAgW6OhspSXHTI88,16,-7.553,0.854,7,0.0364,0.063,0.62,0.233,159.172,0.678,0.719,
Paparazzi - Live,3xv229qX6gFRYgplFCTKBl,Xzibit,0Hr2h94pKN8QAGVAgD6BsD,40,-10.237,0.0164,8,0.351,0.856,0.675,0.176,92.397,0.642,0.568,
Bad N Bouj,3XV2EL4JquJ7BEA4Tyi8Gl,Hp Boyz,37i9dQZF1DX0sDai2F5jCQ,64,-9.18,0,1,0.278,0.47,0.938,0.0951,140.098,0.567,0.702,
Cha Cha Slide - Original Live Platinum Band Mix,3Xv5C02Wxlek0dmrYAM5A8,DJ Casper,0SqaMfNsngZCpPw0UuelA7,54,-5.787,7.99E-05,6,0.218,0.00148,0.978,0.28,122.026,0.691,0.482,
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,1ZlL3IQS8eB0s0RMxz02yD,78,-9.129,6.77E-06,7,0.106,0.603,0.609,0.104,118.393,0.445,0.166,
"Call Me Hopeless, but Not Romantic",3xVC56rIYsxy1bMuf5ijpA,Mayday Parade,1YgWQAs1s77NzieIH4ARKn,42,-2.892,0,1,0.0349,7.39E-04,0.432,0.103,110.509,0.868,0.303,
Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice,50cXvxgMGrvoUeLhkzCyIO,70,-2.784,7.71E-06,2,0.0388,0.0025,0.979,0.102,116.012,0.792,0.583,
2PAC,3Xvu5uFWbyHd0qixrvIxxE,BROCKHAMPTON,4425cRh83Uzor4qCRfM9lb,48,-8.627,4.22E-04,3,0.212,0.503,0.709,0.179,77.947,0.505,0.71,
Dark Allies,3XVZXRteaLrwa6GTlsQ5i6,Light Asylum,53CmFroG6MWR5reOOXJX6B,0,-6.058,0.00514,0,0.039,8.66E-04,0.497,0.63,140.065,0.926,0.157,
Sideline (feat. Jazmine Sullivan),3xwV2jOTY12scSiz4eEWD9,Niia,0DIwi1dMI59NItQtiNcevy,37,-5.245,3.71E-04,7,0.0462,0.452,0.688,0.211,120.011,0.618,0.187,
Never Forget You,3xxmjMvJsSR3L7mUOxP9QA,Noisettes,16iNEskDatG5KbDV16F6LR,56,-4.683,3.78E-05,9,0.0323,0.0167,0.569,0.126,141.632,0.692,0.737,
Stay Lost - Cabu Remix,3xy8karhdpkltgdwj9FGbQ,Joe Hertz,0JmBB9HfrzDiZoPVRdv8ns,61,-10.484,4.67E-06,2,0.431,0.0471,0.572,0.247,109.192,0.498,0.549,
Death Note,3XYcMmKk46l4WYMUSrfphS,GNAR,7kzKtw5vug3IIxKfLadi8A,67,-5.333,0,11,0.337,0.141,0.762,0.0798,174.041,0.709,0.537,
Shut Up and Dance - Live Acoustic - 2015,3Xzog9enTvbsc0G7G9M58D,WALK THE MOON,5NTm3injIRkUMROsZr3C2O,63,-4.548,0,0,0.0466,0.151,0.82,0.204,129.874,0.615,0.768,
I'm That Guy,3y29QLWHxB1G7CfuFyZ8qe,Agar Agar,5jROYSZSL7cO0jGAqkPx7C,56,-10.179,0.683,5,0.0413,0.174,0.626,0.102,182.092,0.389,0.372,
"Carry On (from the Original Motion Picture ""POKÃ‰MON Detective Pikachu"")",3y3brCCecHC3Db18aIOnny,Kygo,37i9dQZF1DWZQaaqNMbbXa,79,-6.519,1.16E-04,9,0.079,0.381,0.591,0.131,121.799,0.705,0.27,
Irresistible,3Y3gChJoEUTqrtuqJCIPQk,Fall Out Boy,6jAPdgY9XmxC9cgkXAVmVv,59,-4.533,0,2,0.0737,0.0489,0.504,0.19,165.047,0.889,0.367,
I'll Be There For You/You're All I Need To Get By (Puff Daddy Mix),3Y3kf1ipHR6rgqCRJoZOAK,Method Man,0C2zyPdlkbWHrwVg9gqNdU,0,-5.576,1.24E-05,4,0.067,0.149,0.703,0.316,95,0.775,0.573,
Das Estrelas,3Y3WwiS2DKMJIKeptVSUNx,As Bahias e a Cozinha Mineira,37i9dQZF1DWZ8fJXMbebf9,37,-7.301,2.99E-04,4,0.0414,0.358,0.394,0.313,176.088,0.456,0.35,
Next Level,3y4QmC8lSWMwsTpR3jYjju,Julian Jordan,6k45gxiQhfVqACfIdqONsC,59,-4.06,0.888,8,0.107,0.00768,0.625,0.0963,126.03,0.939,0.258,
"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,The Strokes,2bOjjgN1S3Gqd8vSMyafvJ,63,-14.779,0.774,4,0.03,0.983,0.544,0.101,109.437,0.241,0.359,
Silly of Me,3y6ugr45Zgutz2nHMKecyT,8 Graves,2Z5cPJ6Z4EVZAfF08amjvL,28,-4.588,0,9,0.0608,0.0205,0.665,0.665,105.164,0.852,0.569,
Sound of da Police,3Y6XWs8xMlCngyIxNOFnsp,KRS-One,4IG024zoaGMurhTFBkMAv9,62,-8.78,7.71E-05,1,0.294,0.124,0.794,0.133,94.984,0.95,0.324,
1979 - Remastered 2012,3Y8Ff1nH44jFywAtpgmleZ,The Smashing Pumpkins,4PjiT7SWnUsTTTvKOuR76f,15,-9.896,0.588,3,0.0332,0.0166,0.765,0.0513,126.879,0.788,0.964,
La Carta,3yaKfdw6Hd2LX6zmTXVPsK,Jamby el Favo,37i9dQZF1DXd8p9XRfIfUn,62,-8.053,0,3,0.333,0.902,0.447,0.108,85.129,0.625,0.864,
Armageddon It,3ybF6Iaia01EbXg5VmxPcb,Def Leppard,6BKqPGcrFMy6TczW0R5Vsz,48,-6.014,0.0298,9,0.0359,7.98E-04,0.65,0.134,119.8,0.921,0.648,
Paradise City,3YBZIN3rekqsKxbJc9FZko,Guns N' Roses,37i9dQZF1DX74DnfGTwugU,78,-8.762,0.0112,11,0.0841,0.0169,0.273,0.142,100.269,0.952,0.475,
Money Can't Buy You Love - Mo' Money/Soundtrack Version,3YC6lM7N7t2deiBsXUe500,Ralph Tresvant,0WicovBbxeB0nvQC6IfuaT,0,-5.358,0.00434,5,0.0519,0.331,0.675,0.35,108.142,0.957,0.798,
Tom Sawyer,3ycOJKN5U4l1nLPM5IYJh6,Rush,5BygwTQ3OrbiwVsQhXFHMz,3,-7.937,0.0175,9,0.0369,0.00126,0.535,0.191,87.599,0.863,0.578,
U Played (feat. Lil Baby),3yD2LWeCCFu7ybBO3lwbXM,Moneybagg Yo,37i9dQZF1DX0XUsuxWHRQd,73,-3.574,0,2,0.232,0.00335,0.876,0.293,134.963,0.847,0.882,
